3562567126634056,Royal tern,Male,Thalasseus maximus,07/16/2019
5002357802881301,"Deer, white-tailed",Male,Odocoilenaus virginianus,08/09/2019
3530868073959507,"Deer, white-tailed",Female,Odocoilenaus virginianus,10/19/2018
201820660580059,"Squirrel, smith's bush",Male,Paraxerus cepapi,05/10/2019
3565639769884525,Crested bunting,Female,Melophus lathami,11/21/2018
201671094709982,Cougar,Female,Felis concolor,01/16/2019
3560987080785987,"Pintail, white-cheeked",Male,Anas bahamensis,04/20/2019
490310467453457789,Egyptian viper,Male,Naja haje,02/22/2019
3588269409779753,"Eagle, long-crested hawk",Female,Lophoaetus occipitalis,03/09/2019
5100173993156119,Common shelduck,Female,Tadorna tadorna,11/14/2018
337941817333247,Collared lemming,Female,Dicrostonyx groenlandicus,06/30/2019
3586765655301236,"Crane, blue",Female,Anthropoides paradisea,01/08/2019
3531416306736000,"Kangaroo, black-faced",Male,Macropus fuliginosus,05/15/2019
3534613448063932,"Spoonbill, white",Female,Platalea leucordia,08/16/2019
5344693668329614,"Cat, civet",Female,Bassariscus astutus,07/19/2019
4911158029683857,"Hartebeest, red",Female,Alcelaphus buselaphus caama,02/09/2019
3559234423437122,Wild water buffalo,Female,Bubalus arnee,01/20/2019
3586562664056665,Mexican boa,Male,Boa constrictor mexicana,07/14/2019
5100146341319050,Urial,Male,Ovis orientalis,05/05/2019
201622577482225,Ibex,Female,Capra ibex,07/09/2019
5602251397017906,Galapagos tortoise,Male,Geochelone elephantopus,01/01/2019
493634109713789055,Wood pigeon,Male,Columba palumbus,01/16/2019
493643650187698586,Weeper capuchin,Male,Cebus nigrivittatus,07/31/2019
5048371393520018,Rhesus monkey,Female,Macaca mulatta,03/11/2019
4041595949490470,"Stork, white-necked",Female,Ciconia episcopus,09/08/2018
3569273889110789,"Tern, arctic",Female,Sterna paradisaea,02/15/2019
3543130740212629,Brazilian tapir,Female,Tapirus terrestris,08/21/2019
6762843417732904,European shelduck,Female,Tadorna tadorna,01/12/2019
6304575985706184956,Hoffman's sloth,Female,Choloepus hoffmani,01/16/2019
201500509264004,"Goose, greylag",Female,Anser anser,10/23/2018
677165792638164887,Kalahari scrub robin,Male,Certotrichas paena,10/16/2018
3528494687273740,Eastern dwarf mongoose,Male,Helogale undulata,08/02/2019
